rank,player,team,position,total_tackles,tackles_won,tackle_win_rate_pct,tackle_score
1489,Nicolò Casale,Bologna,DF,11,5,50.0,7.18586557286707
1490,Nikolas Veratschnig,Mainz 05,"DF,MF",9,6,66.7,7.185156957964205
1491,Unai Gómez,Athletic Club,"MF,FW",12,8,57.1,7.1786775898824455
1492,Anthony Gordon,Newcastle Utd,"FW,MF",32,18,32.4,7.177109123236738
1493,Angelo Fulgini,Lens,"MF,FW",14,10,37.5,7.175626671903773
1494,Saúl Ñíguez,Sevilla,MF,47,32,38.7,7.175129614069906
1495,Lorenzo De Silvestri,Bologna,DF,11,6,43.8,7.172054648602008
1496,Guillaume Restes,Toulouse,GK,2,1,66.7,7.169798234329141
1497,Rodrigo Riquelme,Atlético Madrid,"MF,DF",11,5,54.5,7.167907994741265
1498,Sofiane Diop,Nice,"MF,FW",23,16,40.9,7.166572724239342
1499,Antonio Nusa,RB Leipzig,"MF,DF",30,17,50.0,7.156351787949243
1500,Umar Sadiq,Valencia,FW,10,5,66.7,7.153707523417129
1501,Hamed Junior Traorè,Auxerre,MF,41,20,29.6,7.1512693783566235
1502,Christian Eriksen,Manchester Utd,MF,19,9,40.7,7.149422716602211
1503,Nicolas Pépé,Villarreal,"FW,MF",22,9,35.3,7.1471369844758215
1504,Dwight McNeil,Everton,"MF,FW",13,8,42.9,7.145251222453725
1505,Yoane Wissa,Brentford,FW,22,12,40.7,7.144373667154242
1506,Noni Madueke,Chelsea,FW,25,18,36.8,7.142413294047351
1507,Lars Ritzka,St. Pauli,"DF,MF",49,29,61.0,7.1419482693076635
1508,Ruslan Malinovskyi,Genoa,"MF,FW",12,8,50.0,7.138668243180632
1509,Benjamin Henrichs,RB Leipzig,DF,32,16,51.9,7.138409674398274
1510,Alexander Isak,Newcastle Utd,FW,12,5,33.3,7.1358268135394045
1511,Dani Olmo,Barcelona,"MF,FW",16,11,28.6,7.135209489219285
1512,Gvidas Gineitis,Torino,MF,25,15,52.0,7.1334078998927914
1513,Pedro Díaz,Rayo Vallecano,MF,23,15,34.1,7.133091583186558
1514,Mateu Morey,Mallorca,DF,22,18,54.5,7.132690121626317
1515,Omar Marmoush,Manchester City,"FW,MF",13,8,50.0,7.132307982857778
1516,Saidou Sow,Strasbourg,DF,9,5,50.0,7.123961145115845
1517,Jacques Ekomie,Angers,"DF,FW",22,14,66.7,7.12371997101273
1518,Wesley Fofana,Chelsea,DF,13,12,42.9,7.121533126501711
1519,Kalvin Phillips,Ipswich Town,MF,35,19,38.5,7.121316826428662
1520,Raúl Moro,Valladolid,"MF,FW",22,13,40.6,7.119244295919412
1521,Juan Bernat,Getafe,"MF,DF",19,13,58.3,7.114306162460867
1522,Yassin Belkhdim,Angers,MF,53,27,46.6,7.112401371636408
1523,David Soria,Getafe,GK,4,4,80.0,7.1113522312951645
1524,Marcus Rashford,Aston Villa,FW,10,7,66.7,7.109244221824684
1525,Juan Cruz,Leganés,"FW,MF",32,19,48.6,7.107597484211279
1526,Cesare Casadei,Torino,MF,12,5,50.0,7.107262891492229
1527,Son Heung-min,Tottenham,FW,17,9,18.5,7.107174653218083
1528,Marko Arnautović,Inter,FW,7,5,60.0,7.105456596748789
1529,Lennard Maloney,Heidenheim,MF,20,11,60.9,7.105456596748789
1530,Tete Morente,Lecce,"FW,MF",27,17,27.8,7.105139264254905
1531,Ander Herrera,Athletic Club,MF,8,4,50.0,7.103229200888689
1532,Mads Roerslev,Brentford,DF,18,8,39.3,7.100994563485822
1533,Carles Aleñá,Alavés,"MF,FW",19,12,41.2,7.100394855710152
1534,Jesus Vazquez,Valencia,DF,23,18,52.6,7.096189972777404
1535,Nicolás González,Juventus,"FW,MF",24,13,36.0,7.096028168136768
1536,Chidera Ejuke,Sevilla,FW,19,13,45.0,7.09332569238333
1537,Emmanuel Sabbi,Le Havre,"FW,MF",14,7,62.5,7.093118545936144
1538,Luis Rioja,Valencia,"MF,FW",33,21,33.3,7.091575600108765
1539,Diadie Samassékou,Hoffenheim,MF,5,5,50.0,7.087972625797253
1540,Nathaniel Clyne,Crystal Palace,"DF,MF",12,8,54.5,7.084690662346239
1541,Lewis Holtby,Holstein Kiel,MF,34,20,42.9,7.082932547810023
1542,Martin Erlic,Bologna,DF,2,0,50.0,7.080283304395676
1543,André Ayew,Le Havre,FW,18,10,53.8,7.071729399176779
1544,Armel Bella Kotchap,Southampton,DF,7,5,50.0,7.071358803359162
1545,Jota,Rennes,"FW,MF",5,2,57.1,7.07068933130301
1546,Enzo Caumont,Angers,MF,1,1,50.0,7.067645269596452
1547,Tyler Fredricson,Manchester Utd,DF,5,3,50.0,7.066666597510475
1548,Yannick Gerhardt,Wolfsburg,"MF,DF",28,16,36.7,7.065909721387706
1549,Manu Bueno,Sevilla,"MF,FW",4,3,50.0,7.065577772773911
1550,Vladimír Coufal,West Ham,DF,22,15,45.5,7.06402102641602
1551,Ibrahim Sangaré,Nott'ham Forest,MF,28,14,47.1,7.062703405263782
1552,Ousmane Camara,Angers,DF,4,3,50.0,7.0598899329247455
1553,Archie Gray,Tottenham,"DF,MF",16,8,41.2,7.058587156611155
1554,Gaetano Oristanio,Venezia,"FW,MF",17,13,46.7,7.0567411009277725
1555,Giovanni Leoni,Parma,DF,14,6,50.0,7.0540303462031435
1556,Marshall Munetsi,Reims,MF,36,18,57.9,7.053916767097416
1557,Leonardo Bittencourt,Werder Bremen,MF,25,9,33.3,7.053497308419197
1558,Marshall Munetsi,Wolves,"MF,FW",24,10,56.5,7.053231058248636
1559,Jhon Solis,Girona,MF,13,7,42.9,7.051603941067381
1560,Reece James,Chelsea,"DF,MF",10,9,33.3,7.049790989134764
1561,Paul Nebel,Mainz 05,MF,38,24,31.4,7.048969099057944
1562,Lewis Miley,Newcastle Utd,MF,14,11,50.0,7.042346836262745
1563,Kazeem Olaigbe,Rennes,"MF,FW",6,4,50.0,7.042346836262745
1564,Rabby Nzingoula,Montpellier,MF,64,42,46.6,7.041763848970284
1565,Rodrigo Gomes,Wolves,"DF,FW",23,15,57.1,7.023544920242268
1566,Nampalys Mendy,Lens,MF,15,8,42.9,7.022869483807377
1567,Filippo Terracciano,Milan,"DF,MF",9,6,50.0,7.019527463918958
1568,Fermin López,Barcelona,"MF,FW",19,15,25.0,7.015557742484732
1569,Jonny Evans,Manchester Utd,DF,8,6,50.0,7.015034949687077
1570,Kike Pérez,Venezia,MF,41,25,40.9,7.013945060899747
1571,Finn Porath,Holstein Kiel,"DF,MF",45,26,49.1,7.008240458626717
1572,Cristhian Stuani,Girona,FW,9,7,62.5,7.003210085927081
1573,Bamo Meïté,Montpellier,DF,5,3,50.0,7.002448971570913
1574,Alphonse Areola,West Ham,GK,2,2,66.7,7.0009845917739915
1575,Tyrell Malacia,Manchester Utd,DF,2,1,50.0,6.999564820471882
1576,Harry Howell,Brighton,FW,1,1,50.0,6.997553550827548
1577,Marvin Pieringer,Heidenheim,"FW,MF",23,13,50.0,6.997122568265114
1578,Bjarki Bjarkason,Venezia,"DF,MF",3,2,50.0,6.9967807792415435
1579,Luka Romero,Alavés,"FW,MF",4,4,66.7,6.996302854957349
1580,Gerónimo Rulli,Marseille,GK,4,3,50.0,6.993657108915253
1581,Luiz Felipe,Marseille,DF,4,3,50.0,6.993657108915253
1582,Charalambos Lykogiannis,Bologna,DF,23,14,50.0,6.992737197056822
1583,Kevin Schade,Brentford,FW,39,25,56.5,6.991519115221125
1584,Zuriko Davitashvili,Saint-Étienne,"FW,MF",22,14,30.6,6.990848282457057
1585,Julián Álvarez,Atlético Madrid,FW,25,17,26.7,6.988908308300704
1586,Nico O’Reilly,Manchester City,DF,9,4,50.0,6.988677812551124
1587,Julián Malatini,Werder Bremen,DF,11,9,45.5,6.988428148110646
1588,Davide Calabria,Bologna,DF,12,8,41.7,6.988036804108434
1589,Nicolas Jackson,Chelsea,FW,22,13,50.0,6.987975235028472
1590,Yvann Macon,Saint-Étienne,DF,19,11,47.6,6.98280123271341
1591,Wilfried Zaha,Lyon,FW,1,1,50.0,6.981605805553728
1592,Sebastian Otoa,Genoa,DF,1,0,50.0,6.981605805553728
1593,Alexander Bernhardsson,Holstein Kiel,"FW,MF",29,15,64.5,6.977409444828011
1594,Andrés García,Aston Villa,"DF,MF",9,5,50.0,6.977339133719128
1595,Oier Zarraga,Udinese,MF,19,13,45.5,6.975737072110077
1596,Jakov Medić,Bochum,DF,13,11,44.4,6.973506828406789
1597,Albert Guðmundsson,Fiorentina,"FW,MF",9,5,41.2,6.9680624083272855
1598,Niels Nkounkou,Eint Frankfurt,"DF,MF",13,10,57.1,6.9615576802963055
1599,Gianluigi Donnarumma,Paris S-G,GK,1,1,50.0,6.960685508430271
1600,Assane Dioussé,Auxerre,MF,15,7,35.7,6.959608677183264
1601,Phillip Tietz,Augsburg,FW,11,6,62.5,6.957662822072791
1602,Dany Mota,Monza,"FW,MF",13,3,50.0,6.9567110123904765
1603,Gerard Gumbau,Rayo Vallecano,MF,17,12,46.7,6.956441230454247
1604,Loïc N'Gatta,Auxerre,DF,1,1,50.0,6.951440033397035
1605,Alessandro Circati,Parma,DF,7,5,50.0,6.946599921240721
1606,Daniel Bandeira,Hellas Verona,MF,4,0,50.0,6.945817924142474
1607,Andrew Omobamidele,Strasbourg,DF,7,4,40.0,6.944573504912045
1608,Cheick Doucouré,Crystal Palace,MF,16,8,45.5,6.94407474359626
1609,Suat Serdar,Hellas Verona,MF,35,22,38.5,6.940152895865627
1610,Tomáš Suslov,Hellas Verona,"MF,FW",54,38,31.9,6.939050040859621
1611,Riccardo Orsolini,Bologna,FW,16,13,45.5,6.938739402328085
1612,Marko Ivezić,Holstein Kiel,DF,29,19,35.7,6.93802863155069
1613,Harvey Barnes,Newcastle Utd,FW,16,9,27.3,6.934655645601124
1614,Eddie Nketiah,Crystal Palace,"FW,MF",15,8,53.8,6.933374018777879
1615,Mikael Ellertsson,Venezia,"DF,MF",58,26,54.1,6.929926629203697
1616,Giorgi Mamardashvili,Valencia,GK,2,2,66.7,6.929597788619366
1617,Samuel Dahl,Roma,"DF,MF",2,2,50.0,6.925308839981734
1618,Ricardo Pereira,Leicester City,DF,13,8,50.0,6.918791522014402
1619,Jonathan Ikone,Fiorentina,"FW,MF",5,2,50.0,6.915404211998686
1620,Noahkai Banks,Augsburg,DF,11,5,42.9,6.913335522383094
1621,Gaetano Castrovilli,Lazio,"MF,FW",5,2,50.0,6.910417369275011
1622,Cucho,Betis,FW,15,10,54.5,6.909678963233884
1623,Rodri,Betis,FW,2,1,50.0,6.908432751358929
1624,Gabriel Bares,Montpellier,"MF,DF",2,2,50.0,6.902771958483726
1625,Óscar Rodríguez Arnaiz,Leganés,"MF,FW",32,17,43.8,6.902578973345921
1626,Lucas Mincarelli,Montpellier,DF,17,10,46.2,6.900391572650859
1627,Justin Njinmah,Werder Bremen,"FW,MF",6,2,60.0,6.898696017480681
1628,Abdoul Koné,Reims,DF,5,3,60.0,6.898442221517738
1629,Antoine Joujou,Le Havre,"MF,FW",16,11,60.0,6.896503883533379
1630,Reiss Nelson,Fulham,FW,8,6,38.5,6.895470101587606
1631,Patrick Wimmer,Wolfsburg,"MF,FW",47,35,32.6,6.895299698481235
1632,Robert Lewandowski,Barcelona,FW,10,5,45.5,6.894988895589015
1633,Konan N'dri,Lecce,"FW,MF",3,3,66.7,6.894592927546309
1634,Ernest Nuamah,Lyon,"FW,MF",21,11,44.4,6.893216538716851
1635,Tommy Doyle,Wolves,MF,11,6,40.0,6.891588979347806
1636,Sebastiaan Bornauw,Wolfsburg,DF,9,6,50.0,6.8910945782978015
1637,Hiroki Sekine,Reims,DF,9,7,41.2,6.890470084568437
1638,Denis Genreau,Toulouse,MF,7,5,50.0,6.88949344490804
1639,Alexander Prass,Hoffenheim,DF,42,23,40.7,6.889456686822154
1640,Carlos Forbs,Wolves,"MF,FW",8,5,66.7,6.8872847321043364
1641,Peter González,Getafe,"MF,FW",11,6,66.7,6.8872847321043364
1642,Thomas Lemar,Atlético Madrid,MF,2,1,50.0,6.887035400411224
1643,Ansgar Knauff,Eint Frankfurt,"MF,DF",41,22,46.2,6.886019626552715
1644,Justin Smith,Espanyol,MF,9,3,66.7,6.884338392153965
1645,Franco Carboni,Venezia,DF,5,3,62.5,6.884338392153965
1646,Vinicius Júnior,Real Madrid,FW,21,10,27.8,6.883360111004226
1647,Sergi Guardiola,Rayo Vallecano,FW,5,3,66.7,6.8831613160870155
1648,Augusto Batalla,Rayo Vallecano,GK,4,2,66.7,6.879237704975904
1649,Pablo Torre,Barcelona,"MF,FW",5,4,50.0,6.878625976272358
1650,Jérémy Sebas,Strasbourg,"FW,MF",3,2,66.7,6.877418961046223
1651,Pierre Cornud,Saint-Étienne,DF,12,10,47.1,6.8770239930992805
1652,Kiliann Sildillia,Freiburg,DF,17,10,53.8,6.876932681500898
1653,Marwann Nzuzi,Saint-Étienne,DF,2,2,50.0,6.876089166700441
1654,Nathan N'Goumou,Gladbach,FW,17,11,54.5,6.876074017055385
1655,Ansu Fati,Barcelona,FW,4,1,50.0,6.874693684525893
1656,Olasagasti,Real Sociedad,MF,21,10,44.4,6.87440397847267
1657,Tajon Buchanan,Inter,"DF,FW",3,0,50.0,6.872460992218199
1658,Adama Traoré,Fulham,"FW,MF",20,13,38.5,6.871916948816833
1659,Assane Diao,Como,"FW,MF",25,14,42.9,6.871014962644962
1660,Francisco Conceição,Juventus,"FW,MF",23,14,43.3,6.865282550435878
1661,Sorba Thomas,Nantes,"FW,MF",14,6,55.6,6.864890870958162
1662,Abdul Fatawu Issahaku,Leicester City,FW,21,15,57.9,6.862958927327953
1663,José Arnaiz,Osasuna,"FW,MF",7,5,57.1,6.861575064591364
1664,Paulo Azzi,Cagliari,DF,11,9,55.6,6.861502532258187
1665,Michail Antonio,West Ham,FW,2,2,66.7,6.8605946610556305
1666,Pape Daouda Diongue,Strasbourg,"MF,FW",2,0,50.0,6.85796447490393
1667,Danel Sinani,St. Pauli,"FW,MF",14,11,42.9,6.857813593151186
1668,Pavel Kadeřábek,Hoffenheim,DF,25,14,48.4,6.857281630723631
1669,Kyogo Furuhashi,Rennes,FW,2,2,100.0,6.85589843358216
1670,Oliver Burke,Werder Bremen,FW,11,4,66.7,6.854803703729782
1671,Ørjan Nyland,Sevilla,GK,3,2,60.0,6.854048226241879
1672,Alejandro Jiménez,Milan,"DF,FW",24,13,40.7,6.853719591668067
1673,Nabil Fekir,Betis,MF,3,2,50.0,6.849226551349907
1674,Arthur,Leverkusen,DF,14,11,50.0,6.848435462124136
1675,Omari Hutchinson,Ipswich Town,"MF,FW",32,13,27.1,6.84768740672528
1676,Joshua Zirkzee,Manchester Utd,"FW,MF",14,8,50.0,6.845187055770614
1677,Péter Gulácsi,RB Leipzig,GK,1,1,50.0,6.844167587282894
1678,Justin Kluivert,Bournemouth,MF,23,11,18.2,6.843644585749757
1679,Samuel Grandsir,Le Havre,"MF,FW",5,5,66.7,6.84173574360924
1680,Youssoufa Moukoko,Nice,"FW,MF",3,2,50.0,6.841144844130614
1681,Lucas Michal,Monaco,"FW,MF",5,3,50.0,6.838912151822922
1682,Luca Kerber,Heidenheim,"MF,DF",26,16,51.6,6.837900018659719
1683,Solly March,Brighton,"FW,MF",6,3,62.5,6.837640524672617
1684,Álvaro García,Rayo Vallecano,"FW,MF",33,24,38.7,6.835157734792165
1685,Peque,Sevilla,"MF,FW",16,5,41.2,6.831710652679521
1686,Duk,Leganés,"MF,FW",8,4,60.0,6.83046660611625
1687,Gonçalo Ramos,Paris S-G,FW,11,6,50.0,6.829900254734013
1688,Beto,Everton,FW,14,6,62.5,6.827057839164549
1689,James Bree,Southampton,DF,19,14,40.0,6.823517098053038
1690,Giorgio Altare,Venezia,DF,13,12,53.3,6.817421086876731
1691,Pierrick Capelle,Angers,MF,24,17,50.0,6.815931920802631
1692,Rassoul Ndiaye,Le Havre,MF,35,25,44.0,6.810698686690177
1693,Jordan Teze,Monaco,DF,18,9,43.8,6.809699650299757
1694,Carl Johansson,Holstein Kiel,DF,4,2,42.9,6.8090543713830565
1695,Wesley Saïd,Lens,FW,16,11,46.2,6.801299453382137
1696,Nabil Bentaleb,Lille,MF,4,3,42.9,6.795179230679382
1697,Cedric Zesiger,Wolfsburg,DF,13,8,50.0,6.7950957551900935
1698,Andreas Pereira,Fulham,MF,24,13,23.8,6.793830062138909
1699,Harry Clarke,Ipswich Town,DF,5,3,50.0,6.790208853361793
1700,Florian Neuhaus,Gladbach,MF,10,3,41.2,6.7898740866674245
1701,Jaden Philogene Bidace,Ipswich Town,"FW,DF",14,7,53.3,6.785185110346408
1702,Raheem Sterling,Arsenal,"FW,MF",9,4,50.0,6.784925737096553
1703,Elias Saad,St. Pauli,"FW,MF",20,13,50.0,6.783501925661444
1704,Siebe Van Der Heyden,St. Pauli,"DF,MF",17,10,44.4,6.779409765726022
1705,Ramón Terrats,Villarreal,"MF,FW",3,3,50.0,6.776517082879662
1706,Axel Disasi,Aston Villa,DF,8,5,42.9,6.775123774298575
1707,Diego Conde,Villarreal,GK,2,2,50.0,6.77428439057197
1708,Rafael Tolói,Atalanta,DF,10,5,36.4,6.773113957856723
1709,Lucas Beltrán,Fiorentina,"FW,MF",23,10,33.3,6.7727091154304375
1710,Jon Rowe,Marseille,"FW,MF",15,11,42.9,6.770506265688701
1711,Giovanni Fabbian,Bologna,MF,10,6,53.8,6.768977227468937
1712,Marius Bülter,Hoffenheim,"FW,DF",13,10,52.9,6.76837541691046
1713,Moritz-Broni Kwarteng,Bochum,"MF,FW",4,3,50.0,6.764999905083641
1714,Þórir Jóhann Helgason,Lecce,MF,10,7,53.8,6.764428976483075
1715,Arvid Brorsson,Monza,DF,4,3,40.0,6.7630988053236205
1716,Nicolas Pays,Montpellier,"FW,MF",13,6,50.0,6.7616175631283815
1717,Marvin Senaya,Strasbourg,DF,8,3,50.0,6.759613581587021
1718,Tom Pouilly,Lens,"DF,MF",9,6,50.0,6.758572846404969
1719,Abdoulie Ceesay,St. Pauli,FW,3,3,66.7,6.758180025300274
1720,Martin Adeline,Reims,MF,1,1,50.0,6.757755869251463
1721,Martin Frese,Hellas Verona,DF,18,11,53.8,6.75767255661205
1722,Wilfried Ndollo,Montpellier,DF,6,5,50.0,6.756872158526283
1723,Tim Siersleben,Heidenheim,DF,21,14,41.2,6.756863850504337
1724,Mohamed Haj,Parma,MF,3,1,50.0,6.756667649077431
1725,Danilo,Nott'ham Forest,"MF,FW",8,4,50.0,6.756304288712662
1726,Abel Ruiz,Girona,FW,6,2,40.0,6.752827965210173
1727,Ismaila Sarr,Crystal Palace,MF,22,10,32.0,6.7446138551325
1728,Brice Samba,Rennes,GK,2,1,50.0,6.742840835422398
1729,Mamadou Diakhon,Reims,"FW,MF",12,8,50.0,6.740785392656825
1730,Ridle Baku,Wolfsburg,"FW,MF",23,15,42.1,6.734310746057487
1731,Carlos Soler,West Ham,"MF,FW",16,11,30.4,6.731010584457866
1732,Ryan Sessegnon,Fulham,"FW,DF",27,13,45.0,6.72896859381267
1733,Carlos Benavídez,Alavés,MF,19,14,54.5,6.72827308927512
1734,Samuele Birindelli,Monza,"DF,MF",22,15,42.9,6.724557850069054
1735,Xaver Schlager,RB Leipzig,MF,4,2,42.9,6.721592944341062
1736,Bahereba Guirassy,Nantes,"FW,MF",12,8,53.8,6.720257948709462
1737,Elif Elmas,Torino,"FW,MF",10,7,40.0,6.718882213483394
1738,Tim Skarke,Union Berlin,"FW,MF",14,11,52.6,6.718786703421449
1739,Raúl Jiménez,Fulham,FW,35,24,36.4,6.715426175013256
1740,Ayoze Pérez,Villarreal,FW,27,14,25.0,6.7151853043703
1741,Dani Raba,Leganés,"FW,MF",37,23,40.5,6.707184387722342
1742,Arnaud Nordin,Montpellier,FW,24,15,52.4,6.703773297290204
1743,Denis Suárez,Villarreal,MF,12,8,40.0,6.703312162331153
1744,Nikola Krstović,Lecce,FW,18,9,43.8,6.702944412346414
1745,Martín Tejón,Valencia,"MF,DF",2,0,50.0,6.696681462109923
1746,Nico Williams,Athletic Club,FW,28,18,34.4,6.694729726287148
1747,Jonathan Bamba,Celta Vigo,"FW,MF",12,7,41.7,6.690942864753343
1748,Ümit Akdag,Toulouse,DF,8,4,41.7,6.689184669600283
1749,Benedict Hollerbach,Union Berlin,"FW,MF",43,22,41.2,6.6880683140384924
1750,Jamie Leweling,Stuttgart,"MF,FW",16,6,44.0,6.687437876614452
1751,Luke Woolfenden,Ipswich Town,DF,9,6,40.0,6.685083454515896
1752,Andrea Colpani,Fiorentina,"FW,MF",15,9,33.3,6.67185013191328
1753,Ignatius Ganago,Nantes,"FW,MF",1,1,50.0,6.671036299204166
1754,Cédric Hountondji,Angers,DF,6,4,42.9,6.667274922350339
1755,Aljoscha Kemlein,Union Berlin,MF,10,4,35.7,6.666308721745529
1756,Georginio Rutter,Brighton,"MF,FW",39,15,38.9,6.662957786424824
1757,Mohamed Amoura,Wolfsburg,FW,29,22,37.8,6.659832567558417
1758,Keinan Davis,Udinese,FW,9,4,50.0,6.659204652084653
1759,Santiago Castro,Bologna,FW,18,10,35.3,6.6569754800080485
1760,Ibrahima Wadji,Saint-Étienne,"FW,MF",7,6,42.9,6.652148543355423
1761,Takuma Asano,Mallorca,"FW,MF",13,9,54.5,6.648640793781633
1762,Lilian Raolisoa,Angers,"DF,FW",41,24,44.7,6.638158728204247
1763,Valentin Mihaila,Parma,"FW,MF",29,15,40.9,6.636809287137513
1764,Anass Zaroury,Lens,"FW,MF",23,17,34.6,6.634252629706334
1765,Tiago Tomás,Wolfsburg,"FW,MF",33,19,42.9,6.629501755978364
1766,Omar Marmoush,Eint Frankfurt,FW,12,8,42.9,6.626831332635387
1767,Nadir Zortea,Cagliari,"DF,MF",30,14,37.8,6.624897866017497
1768,Ivan Nekić,Holstein Kiel,DF,1,1,50.0,6.620532028504978
1769,Yanis Issoufou,Montpellier,"MF,FW",6,4,60.0,6.619720656352126
1770,Edu Expósito,Espanyol,MF,23,13,39.1,6.617821752355764
1771,Christantus Uche,Getafe,"FW,MF",35,21,45.0,6.610294961108018
1772,Lukas Ullrich,Gladbach,DF,25,16,35.7,6.6083213035693475
1773,Alieu Fadera,Como,"FW,DF",64,47,44.4,6.606488103352189
1774,Christoph Baumgartner,RB Leipzig,MF,44,28,40.5,6.605137236569813
1775,Yael Nandjou,Nice,DF,4,1,50.0,6.604093009391853
1776,Aihen Muñoz,Real Sociedad,DF,24,12,50.0,6.603040619421966
1777,Willian,Fulham,"FW,MF",4,2,33.3,6.600595246071184
1778,Amin Sarr,Hellas Verona,FW,22,12,50.0,6.598038481870118
1779,Ulisses Garcia,Marseille,DF,14,11,28.6,6.59529921313787
1780,Jean-Daniel Akpa-Akpro,Monza,MF,30,18,42.9,6.591906037399111
1781,Gabriel Jesus,Arsenal,FW,10,6,44.4,6.590487044249169
1782,Carlos Vicente,Alavés,"FW,MF",47,31,39.1,6.588897333736644
1783,Pica,Alavés,DF,9,7,44.4,6.586925539236051
1784,Joaquín Correa,Inter,"FW,MF",11,5,30.8,6.5815907298972975
1785,Josué Casimir,Le Havre,"FW,MF",37,26,50.0,6.575840597047457
1786,Fredrik Oppegard,Auxerre,DF,6,4,42.9,6.57321589731946
1787,Francesco Zampano,Venezia,DF,31,20,45.2,6.5703209263378035
1788,Stefan Lekovic,Monza,DF,9,4,38.5,6.5637512782966425
1789,Sandro Ramírez,Las Palmas,"FW,MF",27,15,43.3,6.557121160648619
1790,Alejandro Garnacho,Manchester Utd,"MF,FW",30,18,32.4,6.550901913463495
1791,Tanguy Coulibaly,Montpellier,"FW,MF",32,24,42.4,6.548657095644477
1792,Ibrahim Mbaye,Paris S-G,"FW,MF",4,2,37.5,6.535511050556889
1793,Lior Kasa,Genoa,"MF,FW",4,4,40.0,6.533732355042815
1794,Julian Araujo,Bournemouth,DF,10,5,41.7,6.529470447438794
1795,Ismael Konate,Empoli,"FW,MF",4,2,66.7,6.526605131439371
1796,Marius Courcoul,Angers,"MF,DF",5,2,40.0,6.525848930767043
1797,Mattias Svanberg,Wolfsburg,MF,20,10,47.4,6.524304898868154
1798,Magnus Kofod Andersen,Venezia,MF,13,4,40.0,6.520473767375478
1799,Pol Lirola,Marseille,DF,13,9,38.5,6.519277024695095
1800,Iker Losada,Betis,"MF,FW",10,7,50.0,6.513692205746342
1801,Ridle Baku,RB Leipzig,"DF,MF",24,19,39.1,6.512841914798681
1802,Santiago Pierotti,Lecce,FW,46,24,45.1,6.510889866249532
1803,Óscar Trejo,Rayo Vallecano,MF,8,5,33.3,6.503208647110386
1804,Brajan Gruda,Brighton,"MF,FW",16,8,50.0,6.498088287678347
1805,Rayan Raveloson,Auxerre,"MF,DF",6,5,33.3,6.49546800787974
1806,Shuto Machino,Holstein Kiel,"FW,MF",8,5,37.5,6.493843466119773
1807,Beñat Turrientes,Real Sociedad,MF,15,6,26.7,6.492781699443061
1808,Ferdi Kadioglu,Brighton,"DF,MF",10,6,40.0,6.492752091353811
1809,Pascal Stenzel,Stuttgart,DF,3,2,40.0,6.480236345049519
1810,Robert Skov,Union Berlin,"DF,MF",15,11,50.0,6.478518394628772
1811,Eldor Shomurodov,Roma,"FW,MF",14,6,50.0,6.477884693241988
1812,Djylian N'Guessan,Saint-Étienne,FW,6,4,40.0,6.475414738025429
1813,Gaetano Castrovilli,Monza,MF,12,7,36.4,6.468233302009204
1814,Fares Chaïbi,Eint Frankfurt,"MF,FW",13,9,35.0,6.466145040843162
1815,Alexandre Lacazette,Lyon,FW,13,6,31.3,6.464351074044993
1816,Josip Juranović,Union Berlin,"DF,MF",21,13,40.0,6.46054448288602
1817,Stefan Bajcetic,Las Palmas,"MF,DF",29,14,42.9,6.458890378236947
1818,Jorge Cuenca,Fulham,DF,6,2,37.5,6.457549616957919
1819,Enzo Le Fée,Roma,MF,7,4,33.3,6.456539095281479
1820,Fisayo Dele-Bashiru,Lazio,"MF,FW",10,6,33.3,6.4507927026295295
