rank,player,team,position,total_tackles,tackles_won,tackle_win_rate_pct,tackle_score
1,Marquinhos,Paris S-G,DF,30,19,75.8,73.07176004162308
2,Nuno Mendes,Paris S-G,DF,30,19,59.0,67.99561584835928
3,Rúben Dias,Manchester City,DF,17,11,53.8,66.51481151774308
4,William Saliba,Arsenal,DF,62,37,75.0,65.32245116933441
5,Cristian Romero,Tottenham,DF,35,29,70.0,65.12344586583927
6,Lisandro Martínez,Manchester Utd,DF,40,24,58.3,64.94829542125287
7,Ibrahima Konaté,Liverpool,DF,40,26,71.4,64.77155654806091
8,Virgil van Dijk,Liverpool,DF,38,20,59.1,64.43337382904092
9,Dani Ceballos,Real Madrid,MF,41,21,50.0,22.686207021873525
10,Pau Cubarsí,Barcelona,DF,34,23,63.3,22.32656655928364
11,Lucas Beraldo,Paris S-G,DF,38,31,62.2,21.909911764513318
12,Leon Goretzka,Bayern Munich,"MF,DF",21,11,50.0,21.48936186611697
13,Federico Valverde,Real Madrid,"MF,DF",50,30,67.4,20.57002398420103
14,Dayot Upamecano,Bayern Munich,DF,36,22,55.2,20.455512422027184
15,Myles Lewis-Skelly,Arsenal,DF,22,14,90.9,19.938036430521105
16,Manuel Akanji,Manchester City,DF,19,12,64.7,18.703934881747568
17,Lewis Dunk,Brighton,DF,17,10,57.9,18.361637837573316
18,Pierre Kalulu,Juventus,DF,41,25,75.0,18.28323481303893
19,Przemysław Frankowski,Lens,DF,32,21,63.3,17.667529975510657
20,Ryan Gravenberch,Liverpool,MF,69,35,57.1,17.45994620539634
21,Joshua Kimmich,Bayern Munich,MF,47,29,60.0,16.62062659257125
22,Iñigo Martínez,Barcelona,DF,25,14,72.7,15.763628078804311
23,Lee Kang-in,Paris S-G,"FW,MF",25,17,54.3,15.63776626955395
24,Calvin Bassey,Fulham,DF,54,34,71.0,15.612656830226236
25,José Luis García Vayá,Valencia,MF,43,25,57.6,15.559646297201555
26,Federico Gatti,Juventus,DF,28,23,58.3,14.964094793457855
27,Jonathan Tah,Leverkusen,DF,19,12,62.5,14.730682375323463
28,Federico Baschirotto,Lecce,DF,37,25,78.6,14.497200798054987
29,Eliesse Ben Seghir,Monaco,"MF,FW",31,22,56.3,14.352040147996492
30,Frenkie de Jong,Barcelona,MF,19,11,50.0,14.27494470443071
31,Aaron Wan-Bissaka,West Ham,DF,70,49,71.9,14.24488901995603
32,Granit Xhaka,Leverkusen,MF,48,26,57.1,14.185669201585036
33,Curtis Jones,Liverpool,"MF,DF",39,22,63.0,14.125837056107082
34,Luis Henrique,Marseille,"DF,FW",16,9,90.0,13.923746757255225
35,Logan Costa,Villarreal,DF,38,21,82.8,13.829675324370001
36,Amir Rrahmani,Napoli,DF,39,31,64.0,13.683889118379598
37,Konrad Laimer,Bayern Munich,DF,49,27,47.9,13.496478148428414
38,Cristhian Mosquera,Valencia,DF,56,36,77.5,13.375306536979705
39,Gabriel Magalhães,Arsenal,DF,25,15,75.0,13.320180655408407
40,Willian Pacho,Paris S-G,DF,56,32,71.9,13.246351415056811
41,Denis Zakaria,Monaco,MF,41,26,72.7,12.933623636359822
42,Levi Colwill,Chelsea,DF,47,34,66.7,12.843340093105564
43,Marash Kumbulla,Espanyol,DF,51,26,58.5,12.74614308269619
44,Manuel Locatelli,Juventus,MF,72,49,57.1,12.675304335902766
45,Mattéo Guendouzi,Lazio,MF,37,21,42.6,12.627071168820132
46,Pedri,Barcelona,MF,61,34,34.3,12.618959091041413
47,İlkay Gündoğan,Manchester City,MF,25,13,41.7,12.598015001760764
48,Daley Blind,Girona,DF,49,27,64.6,12.590460580559135
49,Angelo Stiller,Stuttgart,MF,49,27,46.7,12.49813331858674
50,Moisés Caicedo,Chelsea,"MF,DF",114,73,62.8,12.44248915903895
51,Vitinha,Paris S-G,MF,43,23,52.1,12.441278609200305
52,David Raum,RB Leipzig,DF,38,28,57.1,12.397923959909201
53,Joško Gvardiol,Manchester City,DF,58,39,52.5,12.385175086524375
54,Bruno Fernandes,Manchester Utd,MF,84,50,40.0,12.359723684546939
55,Pierre Højbjerg,Marseille,MF,64,45,53.6,12.358749265921364
56,Murillo,Nott'ham Forest,DF,53,36,58.7,12.346984214359386
57,Jan Bednarek,Southampton,DF,36,19,51.6,12.326203337491409
58,Giovanni Di Lorenzo,Napoli,DF,66,44,64.6,12.300798314285641
59,Maximilian Mittelstädt,Stuttgart,DF,79,54,72.6,12.225807922616333
60,Emre Can,Dortmund,"DF,MF",50,28,50.0,12.208360070890858
61,Diogo Leite,Union Berlin,DF,64,32,66.0,12.19593871573992
62,Romano Schmid,Werder Bremen,MF,43,25,47.1,12.125033831033797
63,Bruno Guimarães,Newcastle Utd,MF,83,47,47.8,12.115986593042432
64,Mickael Nade,Saint-Étienne,DF,59,43,77.8,12.105599072351804
65,Albert Sambi Lokonga,Sevilla,MF,22,15,71.4,12.068089342373872
66,Azor Matusiwa,Rennes,MF,64,39,74.4,11.996164709160137
67,Valentin Rongier,Marseille,"MF,DF",50,28,62.8,11.8946940782558
68,Marcos Alonso,Celta Vigo,DF,35,21,56.8,11.879863988585452
69,Christopher Nkunku,Chelsea,FW,12,8,75.0,11.859626796956258
70,Joseph Okumu,Reims,DF,30,15,62.5,11.838489135837857
71,Fabián Ruiz Peña,Paris S-G,MF,37,24,44.7,11.61992305629163
72,Waldemar Anton,Dortmund,DF,34,21,73.9,11.60775613874581
73,Geoffrey Kondogbia,Marseille,"DF,MF",60,38,79.4,11.599870923523206
74,Kim Min-jae,Bayern Munich,DF,35,20,52.4,11.578691550425878
75,Nico Schlotterbeck,Dortmund,DF,38,24,60.0,11.499392102288303
76,Noussair Mazraoui,Manchester Utd,DF,115,68,62.8,11.48640291095806
77,Pol Lozano,Espanyol,MF,53,34,43.1,11.430626806262445
78,Alphonso Davies,Bayern Munich,DF,30,17,65.4,11.399789846362749
79,Éderson,Atalanta,MF,52,32,64.7,11.383630256547384
80,Jan Paul van Hecke,Brighton,DF,45,29,56.1,11.372115787477243
81,Youri Tielemans,Aston Villa,MF,84,58,54.8,11.327709489699258
82,Kaishu Sano,Mainz 05,MF,61,36,48.1,11.298962683422669
83,Nathan Collins,Brentford,DF,40,24,61.1,11.230106473053834
84,Kirian Rodríguez,Las Palmas,MF,33,17,51.2,11.226325633262395
85,Youssouf Ndayishimiye,Nice,DF,40,21,59.3,11.20646740778391
86,Aleksandar Pavlovic,Bayern Munich,MF,38,21,68.8,11.200941977288315
87,Marten de Roon,Atalanta,"MF,DF",74,48,45.5,11.158017439092255
88,Aleix García,Leverkusen,MF,13,7,46.7,11.121105728368347
89,Nemanja Matić,Lyon,MF,42,29,56.1,11.084413725555162
90,Jonathan Gradit,Lens,DF,44,23,57.5,11.080632449674875
91,Obite N'Dicka,Roma,DF,32,26,66.7,11.0558726176046
92,Alex Iwobi,Fulham,"FW,MF",44,25,64.7,11.045287243844811
93,Tijjani Reijnders,Milan,MF,26,13,38.5,11.000081832746305
94,Jude Bellingham,Real Madrid,MF,61,33,66.7,10.99991629067844
95,Nicolò Barella,Inter,MF,50,31,44.1,10.99832097263928
96,Martín Zubimendi,Real Sociedad,MF,73,37,63.6,10.977983063534744
97,Wilfried Singo,Monaco,DF,37,23,71.4,10.97786047680854
98,Luka Modrić,Real Madrid,MF,31,20,43.8,10.961564493874029
99,Trent Alexander-Arnold,Liverpool,DF,72,50,46.7,10.949143952216367
100,Adrian Bernabe,Parma,MF,29,18,43.8,10.946819554726313
101,Kieran Trippier,Newcastle Utd,DF,38,21,61.1,10.940312900825614
102,Daniel Vivian,Athletic Club,DF,40,26,65.6,10.931124954380305
103,Thomas Partey,Arsenal,"MF,DF",89,53,60.5,10.896938175649302
104,Rodrigo De Paul,Atlético Madrid,MF,33,26,42.4,10.895969980392394
105,Benjamin André,Lille,MF,103,57,56.3,10.878679758172522
106,Andrej Kramarić,Hoffenheim,"MF,FW",15,8,54.5,10.846790921936794
107,Mikkel Damsgaard,Brentford,"MF,FW",83,44,38.3,10.846585427201349
108,Alexsandro Ribeiro,Lille,DF,32,19,66.7,10.83100494620954
109,Florian Tardieu,Saint-Étienne,MF,18,14,35.3,10.766986695769202
110,Moïse Bombito,Nice,DF,37,25,68.6,10.74256798577418
111,Iago Aspas,Celta Vigo,"FW,MF",13,8,40.0,10.656076808059947
112,Alessio Romagnoli,Lazio,DF,48,29,81.5,10.613509272413426
113,João Neves,Paris S-G,"MF,DF",63,31,60.0,10.602242076693956
114,Guela Doué,Strasbourg,DF,65,45,68.5,10.589510599632682
115,Emmanuel Agbadou,Reims,DF,25,17,73.1,10.57945667196303
116,Callum Hudson-Odoi,Nott'ham Forest,"FW,MF",22,14,66.7,10.557363560308028
117,Enzo Boyomo,Osasuna,DF,68,43,76.9,10.541301594086617
118,Florian Lejeune,Rayo Vallecano,DF,46,28,53.5,10.52730353480538
119,Andrew Robertson,Liverpool,DF,39,22,60.8,10.524542372522092
120,Remo Freuler,Bologna,MF,79,40,41.8,10.517018444062433
121,Aurélien Tchouaméni,Real Madrid,"DF,MF",47,23,51.2,10.513427187129903
122,Mohamed Salah,Liverpool,FW,21,11,47.1,10.491688565847209
123,Facundo Medina,Lens,DF,44,29,57.1,10.475211775747923
124,Henrikh Mkhitaryan,Inter,MF,43,24,44.4,10.474326424217614
125,Cole Palmer,Chelsea,"MF,FW",34,20,44.4,10.4595168377122
126,Ismaël Doukouré,Strasbourg,"DF,MF",40,22,68.0,10.450582024934274
127,Hakan Çalhanoğlu,Inter,MF,43,22,58.3,10.44510673467699
128,Benjamin Pavard,Inter,DF,29,16,72.0,10.44415660904976
129,Jules Koundé,Barcelona,DF,63,43,66.7,10.434494318614714
130,Omar Traoré,Heidenheim,DF,50,26,61.0,10.384511226458196
131,Giovani Lo Celso,Betis,"MF,FW",34,22,68.0,10.372377042920734
132,Adrien Rabiot,Marseille,MF,49,31,59.4,10.356145935046609
133,Mario Gila,Lazio,DF,55,37,66.1,10.35209651867386
134,Achraf Hakimi,Paris S-G,DF,48,36,49.1,10.346357802930136
135,Enzo Fernández,Chelsea,MF,65,33,36.9,10.345180908531663
136,Iñigo Ruiz de Galarreta,Athletic Club,MF,36,22,64.5,10.333386799688922
137,Declan Rice,Arsenal,MF,53,25,41.5,10.330993104552022
138,Clinton Mata,Lyon,DF,41,29,77.8,10.328142516178488
139,Alessandro Buongiorno,Napoli,DF,39,23,75.0,10.312796291272692
140,Daniel Parejo,Villarreal,MF,52,40,53.7,10.302272048723687
141,Alessandro Bastoni,Inter,DF,46,23,66.7,10.281615930213237
142,Maximilian Wittek,Bochum,DF,65,42,70.4,10.273303600854346
143,Nadiem Amiri,Mainz 05,MF,50,23,41.3,10.264171092739707
144,Rasmus Kristensen,Eint Frankfurt,DF,59,33,59.7,10.24674313981509
145,Manu Koné,Roma,MF,41,26,47.5,10.243910032762333
146,Max Kilman,West Ham,DF,39,24,85.2,10.238392860459326
147,Alexis Mac Allister,Liverpool,MF,95,58,52.9,10.236273204918362
148,Óscar Mingueza,Celta Vigo,"MF,DF",38,24,37.7,10.232979213093705
149,Fikayo Tomori,Milan,DF,40,25,68.0,10.231268637873194
150,Moussa Niakhate,Lyon,DF,47,27,75.0,10.226832074002267
151,Sander Berge,Fulham,MF,50,30,69.2,10.202934933352886
152,Bernardo Silva,Manchester City,"MF,FW",56,37,44.6,10.160707647354945
153,Lilian Brassier,Rennes,DF,15,12,81.8,10.148535060348634
154,Michael Olise,Bayern Munich,"FW,MF",36,23,44.7,10.133073026056177
155,Stanislav Lobotka,Napoli,MF,47,30,61.3,10.128169569524012
156,Jackson Irvine,St. Pauli,MF,56,28,55.6,10.127573412618084
157,Bryan Mbeumo,Brentford,FW,49,31,60.0,10.124854593984605
158,Anton Stach,Hoffenheim,"MF,DF",66,46,68.1,10.122619068323354
159,David López,Girona,DF,32,24,58.1,10.121949193372632
160,Jhon Lucumí,Bologna,DF,53,30,70.7,10.119689680869094
161,Youssouf Fofana,Milan,MF,56,34,50.0,10.10063797430644
162,Ezri Konsa,Aston Villa,DF,34,18,80.0,10.092283424716914
163,Anthony Jung,Werder Bremen,DF,34,22,64.7,10.083377946135169
164,Mateo Kovačić,Manchester City,MF,69,38,47.7,10.081767242665764
165,Edmond Tapsoba,Leverkusen,DF,39,24,56.4,10.081124691312434
166,Thilo Kehrer,Monaco,DF,37,23,57.9,10.074479436857697
167,Michael Amir Murillo,Marseille,DF,49,31,69.6,10.07364957959414
168,André,Wolves,MF,91,55,58.7,10.063414904665294
169,Jurriën Timber,Arsenal,DF,58,38,66.7,10.048130347993578
170,Piero Hincapié,Leverkusen,DF,52,40,61.0,10.047676797077225
171,Nicolò Rovella,Lazio,MF,84,50,51.9,10.045463055907213
172,Corentin Tolisso,Lyon,MF,57,25,52.3,10.043849772928827
173,Antonee Robinson,Fulham,DF,95,61,47.4,10.037800376721583
174,Destiny Udogie,Tottenham,DF,75,47,68.8,10.036465325664118
175,Yuri Berchiche,Athletic Club,DF,33,21,57.6,10.033108907171023
176,Illia Zabarnyi,Bournemouth,DF,52,36,68.0,10.02926768702018
177,Jeffrey Gouweleeuw,Augsburg,DF,50,28,67.5,10.02926768702018
178,Enzo Barrenechea,Valencia,MF,57,30,69.6,10.019243886765668
179,Lucien Agoume,Sevilla,MF,70,32,69.2,10.017438263840393
180,Berat Djimsiti,Atalanta,DF,53,33,72.5,10.01457957614009
181,Javi Rodríguez,Celta Vigo,DF,53,38,70.2,10.009168283717194
182,Antonio Rüdiger,Real Madrid,DF,20,13,73.3,10.003694330200888
183,Téji Savanier,Montpellier,MF,29,25,41.9,9.996608844884731
184,Pervis Estupiñán,Brighton,DF,65,43,66.7,9.993507256340944
185,Christian Nørgaard,Brentford,MF,79,49,59.3,9.989920951364603
186,Willi Orban,RB Leipzig,DF,38,21,71.9,9.98931005469843
187,Eric García,Barcelona,"DF,MF",38,21,69.0,9.984262406175693
188,Pape Gueye,Villarreal,MF,54,26,69.0,9.983583080182663
189,Pierre Ekwah Elimby,Saint-Étienne,MF,54,33,60.7,9.982016269969046
190,Marc Guéhi,Crystal Palace,DF,61,34,66.0,9.963384119240352
191,Djed Spence,Tottenham,DF,47,34,76.7,9.956307435824842
192,Arthur Theate,Eint Frankfurt,DF,36,25,50.0,9.953284502802031
193,Maghnes Akliouche,Monaco,"FW,MF",51,31,46.3,9.936371140551932
194,Ladislav Krejčí,Girona,DF,23,16,53.8,9.925708951242378
195,Milos Kerkez,Bournemouth,DF,52,26,63.2,9.918895850403205
196,Hauke Wahl,St. Pauli,DF,36,27,60.5,9.91651956146372
197,Alessandro Bianco,Monza,MF,51,28,65.9,9.913415717472837
198,Leonardo Balerdi,Marseille,DF,54,39,57.4,9.91317549962204
199,Ramy Bensebaini,Dortmund,DF,51,25,64.7,9.91293191393311
200,Andrei Ratiu,Rayo Vallecano,DF,71,41,60.0,9.910743988639023
201,Thomas Meunier,Lille,DF,53,38,67.3,9.910352342480266
202,Antonio Raillo,Mallorca,DF,31,18,70.0,9.899300951628527
203,Pedro Chirivella,Nantes,MF,44,29,45.2,9.896711368809669
204,Matteo Gabbia,Milan,DF,21,15,80.0,9.891165371555289
205,Antoine Makoumbou,Cagliari,MF,42,23,76.0,9.886192154546768
206,Matteo Ruggeri,Atalanta,DF,39,24,64.1,9.885090151476108
207,Dean Huijsen,Bournemouth,DF,36,26,62.1,9.881045206049448
208,Gautier Lloris,Le Havre,DF,68,43,71.7,9.877507093123944
209,Gianluca Mancini,Roma,DF,42,26,58.8,9.876463139835861
210,Angeliño,Roma,DF,46,24,50.0,9.874228772276918
211,Julian Weigl,Gladbach,MF,53,25,60.9,9.872451455895549
212,Warren Zaïre-Emery,Paris S-G,"MF,DF",51,26,51.1,9.871754766862574
213,Mark McKenzie,Toulouse,DF,52,31,73.3,9.866962206717927
214,Stefan de Vrij,Inter,DF,18,11,75.0,9.862370137943442
215,Bryan Cristante,Roma,MF,48,29,57.7,9.855077805388827
216,Bafodé Diakité,Lille,DF,31,18,69.2,9.8534749919379
217,Valentin Atangana Edoa,Reims,MF,69,50,73.7,9.853216448541962
218,Carlos Baleba,Brighton,MF,79,46,60.0,9.851322917310558
219,Florian Wirtz,Leverkusen,"MF,FW",32,20,40.9,9.84741823502285
220,Yann Aurel Bisseck,Inter,DF,17,11,68.8,9.843882375939367
221,Mathías Olivera,Napoli,DF,63,35,60.4,9.842816434071398
222,Keyliane Abdallah,Marseille,FW,1,1,100.0,9.826280811711166
223,Luken Beitia,Real Sociedad,DF,1,1,100.0,9.826280811711166
224,Toti Gomes,Wolves,DF,61,43,80.4,9.824590518377386
225,Douglas,Nantes,MF,69,42,59.1,9.81696339413287
226,Gustavo Nunes,Brentford,"FW,MF",3,2,100.0,9.816495395044502
227,Boubakary Soumaré,Leicester City,MF,37,20,63.6,9.813238685853339
228,Kenny Lala,Brest,DF,66,42,66.7,9.801763887985757
229,Ondrej Duda,Hellas Verona,MF,46,27,45.3,9.793893144636382
230,Milan Škriniar,Paris S-G,DF,7,5,100.0,9.78680764071549
231,Juan Jesus,Napoli,DF,25,14,60.0,9.786747589446177
232,Morgan Gibbs-White,Nott'ham Forest,MF,43,22,51.5,9.783401353760457
233,Samuele Ricci,Torino,MF,35,21,64.3,9.78239019678008
234,Raphaël Guerreiro,Bayern Munich,"DF,MF",19,12,75.0,9.782272843665321
235,Santi Comesaña,Villarreal,MF,85,49,55.3,9.780101228474805
236,Valentino Livramento,Newcastle Utd,DF,54,36,54.2,9.773303244983852
237,Sam Beukema,Bologna,DF,54,29,53.7,9.759173835862967
238,Ardian Ismajli,Empoli,DF,30,23,80.0,9.759111946221994
239,Martin Ødegaard,Arsenal,MF,19,11,16.0,9.733326351782106
240,Arnau Martinez,Girona,"DF,MF",51,28,50.8,9.729354771287296
241,Claudio Echeverri,Manchester City,FW,1,0,100.0,9.715105811711163
242,Jordan Ferri,Montpellier,MF,42,23,40.9,9.711123160648095
243,Cédric Kipré,Reims,DF,42,30,74.4,9.710870818904127
244,Aïssa Mandi,Lille,DF,31,17,72.7,9.701254545756427
245,Désiré Doué,Paris S-G,"FW,MF",48,30,47.1,9.698036271835942
246,Sinaly Diomande,Auxerre,DF,39,19,70.0,9.696420336891766
247,Hugo Larsson,Eint Frankfurt,MF,47,27,50.0,9.692023388945563
248,Yerry Mina,Cagliari,DF,66,32,76.9,9.689176486387831
249,Adrien Thomasson,Lens,MF,90,47,54.7,9.678343084382819
250,Clément Lenglet,Atlético Madrid,DF,27,17,73.3,9.677612894433901
251,Hicham Boudaoui,Nice,MF,76,52,58.5,9.67518354789786
252,Pietro Comuzzo,Fiorentina,DF,43,21,79.3,9.67415291731945
253,Lucas Da Cunha,Como,MF,45,25,51.3,9.672941075504633
254,Anthony Caci,Mainz 05,DF,60,40,63.6,9.672760240679347
255,Maximilian Eggestein,Freiburg,MF,57,32,55.8,9.670377907853904
256,Pedro Porro,Tottenham,DF,66,49,57.1,9.67001000598042
257,Anthony Rouault,Rennes,DF,12,8,100.0,9.663894769377846
258,Luca Ranieri,Fiorentina,DF,42,24,80.0,9.662764496404208
259,Edoardo Goldaniga,Como,DF,34,21,72.2,9.659498368210304
260,Axel Tapé,Paris S-G,"DF,MF",3,1,100.0,9.655857692514425
261,Tommaso Augello,Cagliari,DF,49,28,69.8,9.652942272361724
262,Andreas Christensen,Barcelona,DF,6,4,100.0,9.641939418203286
263,Sead Kolašinac,Atalanta,DF,41,26,53.3,9.641743973741164
264,Ameen Al-Dakhil,Stuttgart,DF,6,6,100.0,9.641614418203286
265,Enzo Boyomo,Valladolid,DF,6,2,100.0,9.639727486385102
266,John Stones,Manchester City,"DF,MF",6,2,100.0,9.638532328209946
267,Warren Bondo,Milan,MF,5,3,100.0,9.638528379242244
268,Jacobo Ramón,Real Madrid,DF,7,3,100.0,9.635476712575578
269,Eric Dier,Bayern Munich,DF,19,11,65.0,9.633954068578785
270,Lamine Camara,Monaco,MF,66,41,54.2,9.631824184749332
271,Khéphren Thuram,Juventus,MF,44,21,56.3,9.629725598160183
272,Ignace Van Der Brempt,Como,DF,40,32,72.7,9.628383035350605
273,Lewis Cook,Bournemouth,"MF,DF",81,42,55.2,9.622677722068193
274,Almugera Kabar,Dortmund,DF,5,3,100.0,9.621176719422287
275,Djibril Sidibé,Toulouse,DF,65,36,62.0,9.62043799602378
276,Reda Belahyane,Lazio,MF,8,6,100.0,9.616282179320915
277,Thibault De Smet,Reims,DF,6,4,100.0,9.616282179320915
278,Theo Hernández,Milan,DF,36,28,53.8,9.610762004457287
279,Yunus Musah,Milan,"MF,FW",27,19,70.6,9.594697592881825
280,Taylor Harwood-Bellis,Southampton,DF,28,20,54.3,9.587033379702795
281,Ilaix Moriba,Celta Vigo,MF,68,42,56.1,9.581125004801386
282,Rico Lewis,Manchester City,"DF,MF",30,19,61.9,9.570766759306617
283,Iván Martín,Girona,MF,32,19,44.1,9.54993873461273
284,Benjamin Bouchouari,Saint-Étienne,MF,33,27,34.8,9.548399666782446
285,Oriol Romeu,Girona,MF,38,25,53.8,9.54497417073276
286,Fran Garcia,Real Madrid,DF,51,36,54.9,9.530667803148193
287,Eric Smith,St. Pauli,"DF,MF",46,29,57.5,9.524190075191791
288,Tuta,Eint Frankfurt,"DF,MF",44,27,70.0,9.513134311733666
289,Johnny Cardoso,Betis,MF,55,31,38.5,9.50454930480677
290,Lewis Hall,Newcastle Utd,DF,58,41,54.1,9.502483259578465
291,Nicolás Paz,Como,"MF,FW",51,33,47.1,9.502376440914993
292,Castello Lukeba,RB Leipzig,DF,31,17,70.8,9.493819869313551
293,Himad Abdelli,Angers,"MF,FW",48,32,31.3,9.492345234418924
294,Yeray Álvarez,Athletic Club,DF,25,13,68.2,9.491461341183614
295,Marc Cucurella,Chelsea,DF,67,45,52.5,9.464347792184224
296,Samuel Amo-Ameyaw,Southampton,"FW,DF",1,0,100.0,9.46386102427565
297,Tyrone Mings,Aston Villa,DF,7,6,100.0,9.463155118522007
298,Enrico Del Prato,Parma,DF,33,17,73.1,9.462758148181752
299,Soumaïla Coulibaly,Brest,DF,4,2,100.0,9.46128802427565
300,Atakan Karazor,Stuttgart,MF,59,29,50.9,9.453889688421759
301,Fran Beltrán,Celta Vigo,MF,50,35,42.9,9.44695945022009
302,Andrea Cambiaso,Juventus,"DF,FW",46,30,61.4,9.439892518643154
303,Diego Rico,Getafe,DF,81,49,55.3,9.433614374054573
304,Derek Cornelius,Marseille,DF,24,17,77.3,9.426285572804868
305,Marcos Llorente,Atlético Madrid,"DF,MF",69,52,65.5,9.418565023743975
306,Kenan Yıldız,Juventus,"FW,MF",54,30,56.3,9.418437825126333
307,Malo Gusto,Chelsea,DF,45,29,52.1,9.411880302216867
308,Joelinton,Newcastle Utd,"MF,FW",57,35,56.8,9.406247951048561
309,Bradley Locko,Brest,DF,2,2,100.0,9.404395977669884
310,Kevin Bonifazi,Lecce,DF,1,1,100.0,9.404395977669884
311,Reda Belahyane,Hellas Verona,MF,36,26,76.5,9.400730438482766
312,Sebastian Walukiewicz,Torino,DF,38,20,74.2,9.394463503588867
313,Saud Abdulhamid,Roma,DF,3,2,100.0,9.386493662366822
314,Hiroki Ito,Bayern Munich,DF,2,0,100.0,9.386493662366822
315,Yordan Osorio,Parma,DF,5,3,100.0,9.386493662366822
316,Marc Bernal,Barcelona,MF,8,6,87.5,9.381290893929764
317,Tom Bischof,Hoffenheim,"MF,FW",95,53,51.9,9.380509883457751
318,Juan Miranda,Bologna,DF,32,18,42.4,9.37979657533287
319,Kevin Kampl,RB Leipzig,MF,27,18,61.5,9.375923984731317
320,Manuel Neuer,Bayern Munich,GK,1,0,100.0,9.374545194499616
321,Mateusz Wieteska,Cagliari,DF,1,0,100.0,9.373892649685276
322,Ritsu Doan,Freiburg,"FW,MF",66,42,54.3,9.373500326104056
323,Kiko Femenía,Villarreal,DF,50,34,57.9,9.370273255267428
324,Trevoh Chalobah,Chelsea,DF,11,7,87.5,9.368985515221674
325,Luke Shaw,Manchester Utd,DF,4,3,100.0,9.368557260350432
326,Jarell Quansah,Liverpool,DF,12,8,70.0,9.365106438067416
327,Aron Dønnum,Toulouse,"DF,MF",56,35,56.4,9.362994573195174
328,Kelvin Amian,Nantes,DF,55,31,82.9,9.360696537648376
329,Natan,Betis,DF,35,24,86.7,9.358643187478377
330,Kyle Walker-Peters,Southampton,DF,44,29,45.7,9.353028725582998
331,Nicolas Seiwald,RB Leipzig,"MF,DF",53,31,50.0,9.352566244570598
332,Koke,Atlético Madrid,MF,46,23,48.8,9.346027588743823
333,Sergi Altimira,Betis,MF,61,37,60.0,9.345920482413526
334,Pablo Barrios,Atlético Madrid,MF,46,26,48.9,9.344995707912576
335,Mario Pašalić,Atalanta,MF,26,16,42.3,9.344164095505196
336,Kevin Akpoguma,Hoffenheim,DF,54,27,65.2,9.337419621813336
337,Lucas Paquetá,West Ham,"MF,FW",66,37,49.1,9.33572282286439
338,Mohammed Salisu,Monaco,DF,28,18,81.3,9.335552976227415
339,Philipp Lienhart,Freiburg,DF,22,13,48.4,9.328875024163565
340,Cristian Cásseres Jr.,Toulouse,MF,96,61,52.3,9.315382566498592
341,Guillermo Maripán,Torino,DF,40,23,63.6,9.30746299894581
342,Patrick Mainka,Heidenheim,DF,58,30,63.6,9.304883960964696
343,Bilal El Khannouss,Leicester City,"MF,FW",50,30,53.1,9.304767108542988
344,Álex Grimaldo,Leverkusen,DF,24,14,38.1,9.30435851515108
345,Abakar Sylla,Strasbourg,DF,27,15,88.2,9.303956899270478
346,Simon Sohm,Parma,MF,28,17,45.7,9.30377012975916
347,Pau Torres,Aston Villa,DF,21,15,58.8,9.301950281035072
348,Jesper Karlström,Udinese,MF,61,34,49.0,9.30072680779309
349,Nicolás Tagliafico,Lyon,DF,57,37,60.4,9.293786239375002
350,Lamine Yamal,Barcelona,FW,42,28,42.1,9.289027204894978
351,Pejiño,Las Palmas,FW,1,1,100.0,9.287391840455117
352,Alejandro Balde,Barcelona,DF,18,10,64.7,9.283905757165478
353,Rayan Aït-Nouri,Wolves,DF,89,57,61.4,9.27914153495985
354,Davide Bartesaghi,Milan,DF,4,2,100.0,9.276545211838739
355,Andre-Frank Zambo Anguissa,Napoli,MF,42,26,44.1,9.275141108332896
356,Joachim Andersen,Fulham,DF,27,18,62.5,9.274301661253007
357,Luis Milla,Getafe,MF,61,40,48.6,9.271886475448245
358,Ainsley Maitland-Niles,Lyon,DF,71,44,63.2,9.267248219437231
359,Malick Thiaw,Milan,DF,24,17,60.0,9.266914784591057
360,Sofyan Amrabat,Fiorentina,MF,3,2,100.0,9.263823369620091
361,Jeanuël Belocian,Leverkusen,"DF,MF",1,1,100.0,9.263823369620091
362,Ayden Heaven,Manchester Utd,DF,4,3,100.0,9.263823369620091
363,Arsen Zakharyan,Real Sociedad,"MF,FW",1,1,100.0,9.263823369620091
364,Alexis Saelemaekers,Milan,"DF,FW",1,1,100.0,9.263823369620091
365,Woyo Coulibaly,Leicester City,DF,6,4,100.0,9.263823369620091
366,Nikola Maksimović,Montpellier,DF,9,5,85.7,9.263358834169079
367,Logan Costa,Toulouse,DF,2,1,100.0,9.260770853578213
368,Joshua Acheampong,Chelsea,DF,2,1,100.0,9.260770853578213
369,Jordan Lefort,Angers,DF,52,30,68.2,9.252849841611658
370,Mason Greenwood,Marseille,"FW,MF",35,18,41.0,9.249907829894894
371,Sandro Tonali,Newcastle Utd,MF,51,32,49.0,9.249425905223884
372,Pathé Ciss,Rayo Vallecano,"MF,DF",49,24,48.8,9.247415226652455
373,Axel Witsel,Atlético Madrid,DF,16,12,85.7,9.24114803836207
374,Mateus Fernandes,Southampton,MF,89,48,45.8,9.229600487133567
375,Gabriele Zappa,Cagliari,DF,40,23,50.0,9.21859694940067
